Project ID,Resource Item Name,Resource Quantity,Resource Unit Price,Resource Vendor Name
85783a824495495da3ff76f6e516f61f,graphing calculator,13.0,29.31,AKJ Education
85783a824495495da3ff76f6e516f61f,soft seating cushion,21.0,6.64,AKJ Education
4893add1d5234a8f89ef5b43ad547fc7,basketballs (set of 6),46.0,9.88,Discount School Supply
4893add1d5234a8f89ef5b43ad547fc7,sensory fidget tools set,38.0,15.26,Woodwind & Brasswind
4893add1d5234a8f89ef5b43ad547fc7,apple ipad wi-fi 32gb,41.0,23.41,Best Buy Co
bb02e78f7e134bc5a71834f0a5083986,sensory fidget tools set,25.0,4.64,Amazon Business
bb02e78f7e134bc5a71834f0a5083986,privacy partition,11.0,4.18,Amazon Business
bb02e78f7e134bc5a71834f0a5083986,privacy partition,34.0,164.32,Discount School Supply
bb02e78f7e134bc5a71834f0a5083986,basketballs (set of 6),45.0,26.36,Discount School Supply
633810c9bc4e495ca62643ca8e234d1e,sensory fidget tools set,3.0,35.03,Woodwind & Brasswind
633810c9bc4e495ca62643ca8e234d1e,apple ipad wi-fi 32gb,33.0,7.62,AKJ Education
633810c9bc4e495ca62643ca8e234d1e,apple ipad wi-fi 32gb,44.0,11.68,Discount School Supply
94fec2b39d23436c9973395654b9273c,basketballs (set of 6),25.0,30.92,AKJ Education
94fec2b39d23436c9973395654b9273c,sensory fidget tools set,30.0,99.33,Amazon Business
f7acbedec5ec4a53ae949cca3ff3544a,apple ipad wi-fi 32gb,5.0,30.74,Blick Art Materials
f7acbedec5ec4a53ae949cca3ff3544a,soft seating cushion,21.0,6.16,Best Buy Co
bf53194350404eddab5e4e2fadf8e771,art easel,42.0,72.25,Lakeshore Learning Materials
bf53194350404eddab5e4e2fadf8e771,flexible seating stool,21.0,7.92,AKJ Education
bf53194350404eddab5e4e2fadf8e771,flexible seating stool,43.0,6.84,Best Buy Co
bf53194350404eddab5e4e2fadf8e771,flexible seating stool,39.0,10.91,Lakeshore Learning Materials
bf53194350404eddab5e4e2fadf8e771,hp 11.6 chromebook,23.0,17.99,School Specialty
2f635da091b049d7b553b53b55ca7037,wireless headphones,10.0,26.95,Blick Art Materials
0bb456fef67f42199e53cd1fddcc3ef5,microscope for classroom use,47.0,21.89,Best Buy Co
0bb456fef67f42199e53cd1fddcc3ef5,microscope for classroom use,48.0,16.51,Amazon Business
0bb456fef67f42199e53cd1fddcc3ef5,science kit - magnets and motion,31.0,6.24,Amazon Business
bd5d98e3a5c74700b8fcecd3b95a38aa,microscope for classroom use,26.0,62.22,Blick Art Materials
bd5d98e3a5c74700b8fcecd3b95a38aa,science kit - magnets and motion,21.0,10.77,School Specialty
bd5d98e3a5c74700b8fcecd3b95a38aa,apple ipad wi-fi 32gb,33.0,37.39,AKJ Education
42eaeef125d8450da2db51add262c236,apple ipad wi-fi 32gb,34.0,30.1,Blick Art Materials
42eaeef125d8450da2db51add262c236,art easel,9.0,20.08,Best Buy Co
42eaeef125d8450da2db51add262c236,flexible seating stool,24.0,76.48,Woodwind & Brasswind
79c9ae0863a74b5481fcaf4aa8271e42,apple ipad wi-fi 32gb,37.0,61.53,Lakeshore Learning Materials
79c9ae0863a74b5481fcaf4aa8271e42,science kit - magnets and motion,43.0,41.48,Woodwind & Brasswind
79c9ae0863a74b5481fcaf4aa8271e42,soft seating cushion,40.0,186.63,AKJ Education
79c9ae0863a74b5481fcaf4aa8271e42,classroom library book set,46.0,12.93,Lakeshore Learning Materials
79c9ae0863a74b5481fcaf4aa8271e42,wireless headphones,46.0,18.83,AKJ Education
1d52c3db66914169b1fcc2a38ab75e6e,privacy partition,34.0,6.55,Blick Art Materials
1d52c3db66914169b1fcc2a38ab75e6e,apple ipad wi-fi 32gb,21.0,61.54,School Specialty
934edc2530a9403e9e5a454b57d71612,sensory fidget tools set,13.0,87.74,School Specialty
c9cc174c8af243da8a144d21fc2dc82e,sensory fidget tools set,26.0,76.22,Woodwind & Brasswind
fb713b3e05f245ac80b3b43c7c096e0e,sensory fidget tools set,46.0,7.85,Discount School Supply
fb713b3e05f245ac80b3b43c7c096e0e,microscope for classroom use,19.0,62.45,Lakeshore Learning Materials
fb713b3e05f245ac80b3b43c7c096e0e,graphing calculator,12.0,21.02,Amazon Business
6c71aae1181544ce94a0ce3082a4aa21,wireless headphones,30.0,7.68,Discount School Supply
6c71aae1181544ce94a0ce3082a4aa21,flexible seating stool,44.0,31.08,School Specialty
6c71aae1181544ce94a0ce3082a4aa21,soft seating cushion,24.0,3.76,Best Buy Co
6c71aae1181544ce94a0ce3082a4aa21,black write and wipe markers,8.0,35.49,Lakeshore Learning Materials
6c71aae1181544ce94a0ce3082a4aa21,hp 11.6 chromebook,18.0,19.98,Blick Art Materials
2592b96fdf6f4cc892af282cae415705,flexible seating stool,35.0,195.0,School Specialty
2592b96fdf6f4cc892af282cae415705,basketballs (set of 6),44.0,2.92,Woodwind & Brasswind
2592b96fdf6f4cc892af282cae415705,basketballs (set of 6),17.0,14.19,School Specialty
2592b96fdf6f4cc892af282cae415705,science kit - magnets and motion,41.0,18.99,Amazon Business
2592b96fdf6f4cc892af282cae415705,art easel,24.0,47.66,Blick Art Materials
72e7376c97594891889cd309e50d9c02,hp 11.6 chromebook,3.0,13.45,Blick Art Materials
72e7376c97594891889cd309e50d9c02,hp 11.6 chromebook,29.0,23.36,AKJ Education
72e7376c97594891889cd309e50d9c02,classroom library book set,30.0,12.55,Lakeshore Learning Materials
72e7376c97594891889cd309e50d9c02,sensory fidget tools set,16.0,11.65,School Specialty
72e7376c97594891889cd309e50d9c02,sensory fidget tools set,6.0,29.97,School Specialty
4ea246a6844d47d18dc4809b013be5c7,flexible seating stool,39.0,52.99,School Specialty
4ea246a6844d47d18dc4809b013be5c7,flexible seating stool,24.0,40.46,Woodwind & Brasswind
4ea246a6844d47d18dc4809b013be5c7,hp 11.6 chromebook,20.0,36.07,AKJ Education
0832e182d16142aeac8f6f3f678efb85,wireless headphones,5.0,60.07,School Specialty
0832e182d16142aeac8f6f3f678efb85,microscope for classroom use,27.0,39.71,Best Buy Co
01680ba72ecb4db79a45052971b7bb16,hp 11.6 chromebook,26.0,87.74,Woodwind & Brasswind
01680ba72ecb4db79a45052971b7bb16,sensory fidget tools set,28.0,49.17,Lakeshore Learning Materials
01680ba72ecb4db79a45052971b7bb16,sensory fidget tools set,19.0,12.48,Lakeshore Learning Materials
01680ba72ecb4db79a45052971b7bb16,classroom library book set,5.0,18.7,Discount School Supply
01680ba72ecb4db79a45052971b7bb16,apple ipad wi-fi 32gb,36.0,11.12,Discount School Supply
5914c1416a0b43968aba179850a36dcd,black write and wipe markers,1.0,7.94,AKJ Education
5914c1416a0b43968aba179850a36dcd,"gaiam kids stay-n-play balance ball, grey",37.0,53.49,Amazon Business
5914c1416a0b43968aba179850a36dcd,soft seating cushion,3.0,9.89,Best Buy Co
5914c1416a0b43968aba179850a36dcd,wireless headphones,15.0,3.31,AKJ Education
5914c1416a0b43968aba179850a36dcd,apple ipad wi-fi 32gb,40.0,60.72,Blick Art Materials
832d933495614eb58cfd93ce252fdc89,microscope for classroom use,41.0,88.26,Best Buy Co
701513b56dce42de90cb5130b30b316c,microscope for classroom use,26.0,27.6,Woodwind & Brasswind
10eb3faeee364753a6e8cc8fcdd5d04a,hp 11.6 chromebook,20.0,37.57,School Specialty
10eb3faeee364753a6e8cc8fcdd5d04a,black write and wipe markers,15.0,83.12,Lakeshore Learning Materials
c6f2dc52bce543b49558b277aac36b8c,graphing calculator,30.0,76.84,AKJ Education
c6f2dc52bce543b49558b277aac36b8c,hp 11.6 chromebook,40.0,40.4,Best Buy Co
c6f2dc52bce543b49558b277aac36b8c,soft seating cushion,17.0,20.89,Blick Art Materials
ca656379bc7c41aa885ce1b62aa09f0d,basketballs (set of 6),41.0,150.04,School Specialty
ca656379bc7c41aa885ce1b62aa09f0d,art easel,33.0,90.22,Lakeshore Learning Materials
99005ac7cd83425e99e28305ec641fa7,wireless headphones,41.0,6.46,Best Buy Co
99005ac7cd83425e99e28305ec641fa7,microscope for classroom use,19.0,5.36,Lakeshore Learning Materials
99005ac7cd83425e99e28305ec641fa7,sensory fidget tools set,40.0,18.66,Blick Art Materials
99005ac7cd83425e99e28305ec641fa7,privacy partition,15.0,333.5,AKJ Education
99005ac7cd83425e99e28305ec641fa7,sensory fidget tools set,5.0,2.87,School Specialty
e1542ede76f147189bc2b62dcba0ce83,art easel,30.0,49.51,Best Buy Co
e1542ede76f147189bc2b62dcba0ce83,hp 11.6 chromebook,11.0,24.55,Woodwind & Brasswind
86829559e5cd46779e991b1d0dfb7a2c,classroom library book set,12.0,9.97,Best Buy Co
86829559e5cd46779e991b1d0dfb7a2c,flexible seating stool,24.0,15.52,Amazon Business
86829559e5cd46779e991b1d0dfb7a2c,wireless headphones,30.0,27.69,Blick Art Materials
86829559e5cd46779e991b1d0dfb7a2c,flexible seating stool,27.0,39.44,AKJ Education
e013c9bec780458f980c2ef3d4d2dbf2,"gaiam kids stay-n-play balance ball, grey",33.0,37.49,School Specialty
e013c9bec780458f980c2ef3d4d2dbf2,"gaiam kids stay-n-play balance ball, grey",20.0,26.95,Amazon Business
e013c9bec780458f980c2ef3d4d2dbf2,basketballs (set of 6),11.0,18.97,AKJ Education
e013c9bec780458f980c2ef3d4d2dbf2,wireless headphones,15.0,44.81,Lakeshore Learning Materials
a00027509d0b45bf80d6045afc8eab15,microscope for classroom use,28.0,30.06,Amazon Business
a00027509d0b45bf80d6045afc8eab15,graphing calculator,18.0,26.45,Blick Art Materials
ae80b2fc16324cfeb3433d679f88568e,basketballs (set of 6),5.0,39.52,Discount School Supply
ae80b2fc16324cfeb3433d679f88568e,science kit - magnets and motion,9.0,29.65,School Specialty
ae80b2fc16324cfeb3433d679f88568e,microscope for classroom use,12.0,10.27,AKJ Education
ae80b2fc16324cfeb3433d679f88568e,"gaiam kids stay-n-play balance ball, grey",44.0,3.18,Blick Art Materials
ae80b2fc16324cfeb3433d679f88568e,classroom library book set,23.0,4.97,AKJ Education
8d8d0f714b6f4449a060a121501074a4,black write and wipe markers,10.0,20.85,Best Buy Co
8d8d0f714b6f4449a060a121501074a4,art easel,29.0,7.24,Discount School Supply
b7c65c3a222046de9b2bafc779d10399,science kit - magnets and motion,28.0,2.0,Discount School Supply
b7c65c3a222046de9b2bafc779d10399,basketballs (set of 6),21.0,122.22,Blick Art Materials
5953614346074187952a78df675aebbd,art easel,35.0,33.31,Amazon Business
55923882eece48d3bca26e7c440d7c3e,graphing calculator,15.0,51.46,Woodwind & Brasswind
55923882eece48d3bca26e7c440d7c3e,classroom library book set,26.0,51.85,AKJ Education
55923882eece48d3bca26e7c440d7c3e,basketballs (set of 6),40.0,15.63,School Specialty
55923882eece48d3bca26e7c440d7c3e,microscope for classroom use,45.0,49.54,Lakeshore Learning Materials
27363973013341ad9621b23258c309f8,apple ipad wi-fi 32gb,35.0,15.06,Best Buy Co
27363973013341ad9621b23258c309f8,graphing calculator,3.0,2.44,AKJ Education
27363973013341ad9621b23258c309f8,"gaiam kids stay-n-play balance ball, grey",42.0,11.27,Lakeshore Learning Materials
27363973013341ad9621b23258c309f8,wireless headphones,14.0,17.43,AKJ Education
27363973013341ad9621b23258c309f8,art easel,17.0,20.79,Blick Art Materials
679e9d81aa594207956986c2edbe7e16,wireless headphones,45.0,22.88,School Specialty
679e9d81aa594207956986c2edbe7e16,sensory fidget tools set,7.0,47.8,Blick Art Materials
679e9d81aa594207956986c2edbe7e16,graphing calculator,1.0,13.12,School Specialty
37f7f21d177e4010aaf3e4bb34d36497,basketballs (set of 6),33.0,14.03,Blick Art Materials
37f7f21d177e4010aaf3e4bb34d36497,flexible seating stool,18.0,26.65,Blick Art Materials
37f7f21d177e4010aaf3e4bb34d36497,privacy partition,23.0,101.95,Best Buy Co
49251db10b73490e9bceba6252de4df9,apple ipad wi-fi 32gb,47.0,17.6,Lakeshore Learning Materials
c2359b6bd26349a4b826310db9aea023,soft seating cushion,36.0,126.17,Woodwind & Brasswind
c2359b6bd26349a4b826310db9aea023,soft seating cushion,5.0,28.72,AKJ Education
568347fd8248410b838eaf3e9f72c2ec,microscope for classroom use,30.0,61.92,AKJ Education
568347fd8248410b838eaf3e9f72c2ec,classroom library book set,36.0,124.36,Amazon Business
568347fd8248410b838eaf3e9f72c2ec,soft seating cushion,34.0,13.85,Best Buy Co
568347fd8248410b838eaf3e9f72c2ec,flexible seating stool,3.0,8.61,Discount School Supply
db9decbcf564400ca2ed38084605048a,sensory fidget tools set,4.0,57.02,AKJ Education
3cd310fa50944babbfde81e362eda321,black write and wipe markers,25.0,29.73,AKJ Education
3cd310fa50944babbfde81e362eda321,art easel,39.0,60.62,School Specialty
3cd310fa50944babbfde81e362eda321,wireless headphones,36.0,28.46,School Specialty
bec392b072874485bf73653ca47a3d1f,microscope for classroom use,21.0,13.74,Amazon Business
bec392b072874485bf73653ca47a3d1f,flexible seating stool,12.0,22.31,School Specialty
bec392b072874485bf73653ca47a3d1f,hp 11.6 chromebook,9.0,68.9,Lakeshore Learning Materials
d98a28440b2a40fbbee28e66634e11f7,wireless headphones,21.0,29.14,AKJ Education
d98a28440b2a40fbbee28e66634e11f7,soft seating cushion,13.0,58.66,Best Buy Co
d98a28440b2a40fbbee28e66634e11f7,graphing calculator,8.0,38.72,Blick Art Materials
d98a28440b2a40fbbee28e66634e11f7,wireless headphones,22.0,64.35,Discount School Supply
988d41db819f480cb7aae2d29ef50f2e,basketballs (set of 6),38.0,11.95,Amazon Business
988d41db819f480cb7aae2d29ef50f2e,art easel,17.0,16.67,Woodwind & Brasswind
988d41db819f480cb7aae2d29ef50f2e,apple ipad wi-fi 32gb,45.0,48.39,Best Buy Co
988d41db819f480cb7aae2d29ef50f2e,hp 11.6 chromebook,32.0,20.19,Discount School Supply
988d41db819f480cb7aae2d29ef50f2e,art easel,37.0,40.81,Discount School Supply
ea2cb5034c5c43f383f9f75aeb573189,hp 11.6 chromebook,13.0,108.01,AKJ Education
ea2cb5034c5c43f383f9f75aeb573189,wireless headphones,12.0,17.67,Discount School Supply
ea2cb5034c5c43f383f9f75aeb573189,apple ipad wi-fi 32gb,24.0,3.91,Amazon Business
ea2cb5034c5c43f383f9f75aeb573189,wireless headphones,4.0,65.73,Woodwind & Brasswind
8b51baf954104066a79a0b33edacd163,apple ipad wi-fi 32gb,33.0,17.64,AKJ Education
8b51baf954104066a79a0b33edacd163,art easel,8.0,11.95,Blick Art Materials
8b51baf954104066a79a0b33edacd163,science kit - magnets and motion,36.0,71.4,Woodwind & Brasswind
8b51baf954104066a79a0b33edacd163,black write and wipe markers,46.0,35.77,Amazon Business
8b51baf954104066a79a0b33edacd163,classroom library book set,45.0,95.81,School Specialty
175b4aa847b6437483c19d0e91fed2cf,flexible seating stool,32.0,112.88,Lakeshore Learning Materials
175b4aa847b6437483c19d0e91fed2cf,hp 11.6 chromebook,40.0,9.12,AKJ Education
4137737103a94d38813c3311b5c61a35,sensory fidget tools set,20.0,72.29,Best Buy Co
4137737103a94d38813c3311b5c61a35,science kit - magnets and motion,33.0,198.8,Woodwind & Brasswind
4137737103a94d38813c3311b5c61a35,science kit - magnets and motion,31.0,59.73,Discount School Supply
4137737103a94d38813c3311b5c61a35,soft seating cushion,31.0,2.93,Blick Art Materials
4137737103a94d38813c3311b5c61a35,apple ipad wi-fi 32gb,21.0,25.65,Blick Art Materials
200a3d07e14b4b6b9be1497768ef7949,microscope for classroom use,27.0,3.35,Blick Art Materials
48e509c1ed814a49810dedc22ffad8a6,sensory fidget tools set,21.0,69.51,Best Buy Co
48e509c1ed814a49810dedc22ffad8a6,basketballs (set of 6),45.0,65.75,Discount School Supply
48e509c1ed814a49810dedc22ffad8a6,flexible seating stool,10.0,5.03,Blick Art Materials
44990751d9d0434aa26fa07aff5cbc4c,apple ipad wi-fi 32gb,2.0,28.85,Blick Art Materials
44990751d9d0434aa26fa07aff5cbc4c,graphing calculator,44.0,45.49,Blick Art Materials
44990751d9d0434aa26fa07aff5cbc4c,black write and wipe markers,3.0,4.93,Lakeshore Learning Materials
71e67a0771c4495e8a931d6ba582ae7a,privacy partition,33.0,76.45,Best Buy Co
71e67a0771c4495e8a931d6ba582ae7a,art easel,14.0,72.27,AKJ Education
71e67a0771c4495e8a931d6ba582ae7a,science kit - magnets and motion,1.0,10.24,Amazon Business
71e67a0771c4495e8a931d6ba582ae7a,graphing calculator,7.0,6.81,Lakeshore Learning Materials
20ca9a69726a483e884d8e3a6e573999,wireless headphones,1.0,13.71,Best Buy Co
20ca9a69726a483e884d8e3a6e573999,microscope for classroom use,14.0,137.75,School Specialty
20ca9a69726a483e884d8e3a6e573999,classroom library book set,11.0,2.81,Woodwind & Brasswind
20ca9a69726a483e884d8e3a6e573999,hp 11.6 chromebook,2.0,30.9,Woodwind & Brasswind
20ca9a69726a483e884d8e3a6e573999,science kit - magnets and motion,5.0,11.06,Lakeshore Learning Materials
5391569795294887a6ed25ea417e0db3,hp 11.6 chromebook,23.0,133.57,Woodwind & Brasswind
5391569795294887a6ed25ea417e0db3,science kit - magnets and motion,40.0,51.9,AKJ Education
5391569795294887a6ed25ea417e0db3,soft seating cushion,3.0,63.27,Amazon Business
5391569795294887a6ed25ea417e0db3,hp 11.6 chromebook,38.0,24.93,Blick Art Materials
5391569795294887a6ed25ea417e0db3,privacy partition,14.0,52.79,AKJ Education
0d6d46326bf64565a0fd98d8c9fa53cb,soft seating cushion,29.0,22.74,Blick Art Materials
0d6d46326bf64565a0fd98d8c9fa53cb,classroom library book set,5.0,59.3,Lakeshore Learning Materials
0d6d46326bf64565a0fd98d8c9fa53cb,privacy partition,26.0,27.17,Lakeshore Learning Materials
12738cc863044fdfad54d9d81d1e3700,black write and wipe markers,39.0,52.18,Best Buy Co
12738cc863044fdfad54d9d81d1e3700,black write and wipe markers,7.0,8.54,School Specialty
12738cc863044fdfad54d9d81d1e3700,classroom library book set,11.0,76.59,Lakeshore Learning Materials
12738cc863044fdfad54d9d81d1e3700,microscope for classroom use,46.0,38.9,School Specialty
9f15e079f62b401eb523b38bca794daa,soft seating cushion,47.0,93.4,Woodwind & Brasswind
9f15e079f62b401eb523b38bca794daa,black write and wipe markers,42.0,27.7,Amazon Business
9f15e079f62b401eb523b38bca794daa,soft seating cushion,3.0,25.76,School Specialty
9f15e079f62b401eb523b38bca794daa,wireless headphones,6.0,43.84,Blick Art Materials
9f15e079f62b401eb523b38bca794daa,microscope for classroom use,21.0,20.93,AKJ Education
7982c3354ea64cfcbaf04f08e989df53,hp 11.6 chromebook,12.0,12.44,Best Buy Co
3673ba2b984e4449832e8f039a76ac4c,graphing calculator,18.0,34.43,School Specialty
3673ba2b984e4449832e8f039a76ac4c,science kit - magnets and motion,38.0,42.78,Best Buy Co
57f1f4545fb34e72bc8a60f02bbc5e9b,hp 11.6 chromebook,9.0,2.89,Woodwind & Brasswind
57f1f4545fb34e72bc8a60f02bbc5e9b,basketballs (set of 6),2.0,91.43,Amazon Business
57f1f4545fb34e72bc8a60f02bbc5e9b,black write and wipe markers,6.0,67.45,Amazon Business
2bb1167e6f9746d18f91dfee3dbe9c64,art easel,6.0,38.23,Amazon Business
d697dff35ef1456090f411e021be4c20,science kit - magnets and motion,24.0,241.96,Discount School Supply
d697dff35ef1456090f411e021be4c20,hp 11.6 chromebook,12.0,14.17,School Specialty
7aa45b43688747be94c1706f3f539528,flexible seating stool,6.0,101.37,Best Buy Co
7aa45b43688747be94c1706f3f539528,privacy partition,31.0,3.33,AKJ Education
7aa45b43688747be94c1706f3f539528,science kit - magnets and motion,20.0,19.11,Discount School Supply
7aa45b43688747be94c1706f3f539528,soft seating cushion,35.0,53.03,AKJ Education
7aa45b43688747be94c1706f3f539528,science kit - magnets and motion,18.0,79.06,Lakeshore Learning Materials
5606309a5ef6467f9f5f30431852271b,privacy partition,23.0,111.74,Discount School Supply
2ea7b58cbd4a48eab88e7e4c10cfba63,graphing calculator,30.0,20.12,Amazon Business
2ea7b58cbd4a48eab88e7e4c10cfba63,graphing calculator,27.0,48.68,Lakeshore Learning Materials
2ea7b58cbd4a48eab88e7e4c10cfba63,sensory fidget tools set,11.0,25.79,AKJ Education
861a026ada6a45678527b68a96e42783,privacy partition,24.0,5.71,Woodwind & Brasswind
d290d1e521d34188aed4c05d57a98858,"gaiam kids stay-n-play balance ball, grey",47.0,15.99,Woodwind & Brasswind
d290d1e521d34188aed4c05d57a98858,soft seating cushion,18.0,88.79,School Specialty
d290d1e521d34188aed4c05d57a98858,"gaiam kids stay-n-play balance ball, grey",36.0,13.51,Lakeshore Learning Materials
d290d1e521d34188aed4c05d57a98858,art easel,14.0,19.19,Amazon Business
d290d1e521d34188aed4c05d57a98858,"gaiam kids stay-n-play balance ball, grey",47.0,5.28,Blick Art Materials
2239f3104e18403493850e31b89624fa,microscope for classroom use,10.0,48.31,Amazon Business
2239f3104e18403493850e31b89624fa,sensory fidget tools set,44.0,13.51,Best Buy Co
2239f3104e18403493850e31b89624fa,privacy partition,4.0,8.01,Blick Art Materials
2239f3104e18403493850e31b89624fa,soft seating cushion,39.0,24.62,School Specialty
2239f3104e18403493850e31b89624fa,classroom library book set,12.0,55.46,Best Buy Co
a74c9dada2534110b39a92cebcfc4a2e,art easel,13.0,37.62,Blick Art Materials
a74c9dada2534110b39a92cebcfc4a2e,wireless headphones,33.0,29.52,Best Buy Co
a74c9dada2534110b39a92cebcfc4a2e,"gaiam kids stay-n-play balance ball, grey",8.0,21.58,Best Buy Co
a74c9dada2534110b39a92cebcfc4a2e,basketballs (set of 6),43.0,39.1,Woodwind & Brasswind
a74c9dada2534110b39a92cebcfc4a2e,sensory fidget tools set,26.0,100.7,Woodwind & Brasswind
96352e2b83624eb7b19d6c6b42f5dcfb,classroom library book set,45.0,66.82,Blick Art Materials
96352e2b83624eb7b19d6c6b42f5dcfb,soft seating cushion,4.0,72.8,Best Buy Co
